lexeme_russian	number_syllables	onset	coda
V-O-L-V-O-O-V-J	3	V	J
V-O-L-V-N-V-R-V-O	4	V	O
V-O-L-V-N-V-R-V-O-O-V-O	5	V	O
V-O-L-V-N-V-R-V-O-V-V-N-N-V-J	7	V	J
V-O-L-V-N-V-R-V-O-V-V	6	V	V
V-O-L-V-N-V-R-V-R-V-W-V-O	6	V	O
V-O-L-V-N-V-R-V-R-V-W-V-O-O-V	7	V	V
V-O-N-V-O	2	V	O
V-O-N-V-O-O-V	3	V	V
V-O-N-V-O	2	V	O
V-O-N-V-O-V-V	4	V	V
V-O-N-V-O-O-V-O	3	V	O
V-O-N-V-O-O-V-O-V-O-N	4	V	O-N
V-O-N-V-O-O-V-O-V-O-O-V-J	5	V	J
V-O-V-N-V-O-V-R-V-W-V-O	6	V	O
V-O-V-N-V-O-V-O-O-V-J	5	V	J
V-O-V-N-V-V	4	V	V
V-O-V-R-V-O-V-O-V-V	6	V	V
V-O-R-V-N-V-N-O	3	V	N-O
V-O-R-V-N-V-N-O-V-W-V-J	5	V	J
V-O-R-V-R-V-J	3	V	J
V-O-R-V-R-N-V-O	3	V	O
V-O-R-V-R-N-V-J	3	V	J
V-O-R-V-O	2	V	O
V-O-R-V-O-V-V	4	V	V
V-O-R-V-O-V-O	3	V	O
V-O-R-V-O-V-O-N-V-J	4	V	J
V-O-R-V-O-V-O-V-R	4	V	R
V-O-R-V-O-V-R-V-W-V-O	5	V	O
V-O-R-V-N-V-N	3	V	N
V-O-R-V-O-O-V-W-N-V-O-O	4	V	O-O
V-O-R-V-O-O-V-W-N-V-J	4	V	J
V-O-R-V-O-O-V-V	4	V	V
V-O-R-V-O-O-V-R	3	V	R
V-O-R-V-O-V-L-O-V-R-V	5	V	V
V-O-R-V-O-V-L-O-V-R-N-V-J	5	V	J
V-O-R-V-O-V-O-V	4	V	V
V-O-R-V-O-V-V-L-V-O	5	V	O
V-O-R-V-O-V-V-L-V-O-V-O-V-O-O-V-J	8	V	J
V-O-R-V-O-V-V-L-V-O-V-V	7	V	V
V-O-R-V-O-V-O-V-N-V-O-V	6	V	V
V-O-R-V-O-V-V-O-V-O-N-V-O-V	7	V	V
V-O-R-V-L-V-O-V-N-O	4	V	N-O
V-O-R-V-N-V-L-V-V-R-V-O-V-V	8	V	V
V-O-R-V-N-V-O-V-V-R-V-L-V-O	7	V	O
V-O-R-V-N-V-O-V-V-R-V-L-V-O-V-O-V-O-O-V-J	10	V	J
V-O-R-V-N-V-O-V-V-R-V-L-V-O-V-V	9	V	V
V-O-R-V-N-V-O-R	3	V	O-R
V-O-R-V-N-V-N-V-N-V-N	5	V	N
V-O-R-V-N-V-N	3	V	N
V-O-R-V-N-V-N-V-O-V-O-O-V-J	6	V	J
V-O-R-V-N-V-N-V-V	5	V	V
V-O-R-V-N-V-N-O-V	4	V	V
V-O-R-V-O-V-N-O-O	3	V	N-O-O
V-O-R-V-O-V-O	3	V	O
V-O-R-V-O-V-O-N-V-O	4	V	O
V-O-R-V-O-V-O-N-V-O-V	5	V	V
V-O-R-V-O-V-O-N-V-O-V-O-O-V-J	6	V	J
V-O-R-V-O-V-O-V-O-V	5	V	V
V-O-R-V-O-V-O-V-O-V-O-O-V-J	6	V	J
V-O-R-V-O-V-R-N-V	4	V	V
V-O-R-V-O-V-N-V-O	4	V	O
V-O-R-V-O-V-N-V-O-V-O-O-V-J	6	V	J
V-O-R-V-O-V-N-V-V	5	V	V
V-O-R-V-O-O-V-L-V	4	V	V
V-O-V	2	V	V
V-O-V-L	2	V	L
V-O-V-L-O-O-V-J	3	V	J
V-O-V-O-V	3	V	V
V-O	1	V	O
V-O-V	2	V	V
V-O-V-O-V-J-V-N-V	5	V	V
V-O-V-O-V-V	4	V	V
V-O-V-O-V-V	4	V	V
V-O-V-O-V-V	4	V	V
V-O-V-L-V-N	3	V	N
V-O-V-N	2	V	N
V-O-V-N	2	V	N
V-O-V-N-V-N-O	3	V	N-O
V-O-V-N-V-N-O-V-W-V-J	5	V	J
V-O-V-N-V-O	3	V	O
V-O-V-N-V-W	3	V	W
V-O-V-N-O-V-O	3	V	O
V-O-V-N-O-V-V	4	V	V
V-O-V-O-O-V-O-V-V-N-N-V-J	6	V	J
V-O-V-O-O-V-O-V-V	5	V	V
V-O-V-O-O-V-R	3	V	R
V-O-V-O-O-V-W-N-V-J	4	V	J
V-O-V-O-O-V-R-V-W-V-N-N-V-J	6	V	J
V-O-V-O-O-V-R-V-W-V-O	5	V	O
V-O-V-O-O-V-N-V-O-R	4	V	O-R
V-O-V-O	2	V	O
V-O-W-V-O-O-V-V	4	V	V
V-O-W-V-N-O-V-W-N-V-J	4	V	J
V-O-W-V-N-O-V-O-O	3	V	O-O
V-O-W-V-R-O-V-V-L-V-O-V-O-V-V	8	V	V
V-O-W-V-R-O-V-V-L-V-O-V-R-V-W-V-O-O-V	9	V	V
V-O-W-V-R-O-V-V-L-N-V-J	5	V	J
V-O-W-V-O-V-O	3	V	O
V-O-W-V-O-V-O-O-O-V-J	4	V	J
V-O-W-V-O-V-O-O-O-W-V	4	V	V
V-O-W-V-O-V-O-O-O-W-V-W-V-O	5	V	O
V-O-W-V-O-V-O-V-R-V	5	V	V
V-O-O-V-O-V-W-N-V-J	4	V	J
V-O-O-V-O-O-V-R	3	V	R
V-O-O-V-O-O-V-R-N-V-J	4	V	J
V-O-O-V-O-O-V-V	4	V	V
V-O-V-O-W-V-O-N-V-O-O	4	V	O-O
V-O-V-O-W-V-O-N-V-J	4	V	J
V-O-V-L-V-N-V	4	V	V
V-O-V-L	2	V	L
V-O-V-N-V-N	3	V	N
V-O-V-N-V-O	3	V	O
V-O-V-N-V-V-O	4	V	O
V-O-V-N-V-V-O-N-V-J	5	V	J
V-O-V-N-V-N-V	4	V	V
V-O-V-O-O	2	V	O-O
V-O-V-R-N-V-N	3	V	N
V-O-V-O	2	V	O
V-O-O-V-R-V-O	3	V	O
V-O-O-V-R-V-V	4	V	V
V-O-O-V-R-O-V	3	V	V
V-O-O-V-R-O-O-V-J	3	V	J
V-O-O-V-O-V	3	V	V
V-O-V	2	V	V
V-O-V-V-O-V-O-V	5	V	V
V-O-V-V-O-V-O-V-O-V-O-O-V-J	7	V	J
V-O-V-V-O-V-O-N-V-J	5	V	J
V-O-V-N-V-N-V-V	5	V	V
V-O-L-V-R	2	V	R
V-O-N-V-N-V-O-O-R-V-O-V-W-N-V-J	6	V	J
V-O-N-V-N-V-O-O-R-V-O-V-R	5	V	R
V-O-N-V-N-V-O-O-R-V-O-V-R-O-O-V-J	6	V	J
V-O-N-V-N-V-O-O-R-V-O-V-R-O-O-W-V	6	V	V
V-O-N-V-N-V-O-O-R-V-O-V-R-O-V	6	V	V
V-O-N-V-N-V-O-O-R-V-O-V-V	6	V	V
V-O-N-V-N-V-O-O-R-V-R-V-W-V-N-V-V	8	V	V
V-O-N-V-N-V-O-O-R-V-R-V-W-V-O	6	V	O
V-O-N-V-R-V-L	3	V	L
V-O-N-V-R-V-L-O-V-J-O-O-V-J	5	V	J
V-O-N-V-R-V-L-O-V-J-O-O-W-O-V-L-L-V-O-V-V	8	V	V
V-O-N-V-R-V-L-O-V-J-O-O-W-V	5	V	V
V-O-N-V-R-V-L-O-O-V-J	4	V	J
V-O-N-V-R-V-L-O-O-W-V	4	V	V
V-O-N-V-R-V-L-O-V	4	V	V
V-O-V-W	2	V	W
V-O-V-L-O	2	V	L-O
V-O-V-N-V-O-V-O	4	V	O
V-O-V-N-V-L-V-N	4	V	N
V-O-V-N-V-O	3	V	O
V-O-V-O-O-V-O-V-V	5	V	V
V-O-V-O-O-V-W-N-V-J	4	V	J
V-O-V-O-O-V-R-V-W-V-O	5	V	O
V-O-V-R-V-O-V-V	5	V	V
V-O-R-V-N-V-L-V-N	4	V	N
V-O-R-V-N-V-L-V-N-V-W-V-J	6	V	J
V-O-R-V-O	2	V	O
V-O-R-V-O	2	V	O
V-O-R-V-O	2	V	O
V-O-R-V-O-V-N-O	3	V	N-O
V-O-R-V-O-V-O	3	V	O
V-O-R-V-O-O-V-L-V-N-O-V-R	5	V	R
V-O-R-V-O-N-V-J	3	V	J
V-O-R-V-O-V-W-V-O	4	V	O
V-O-R-V-O-V-W-V-O-O-V	5	V	V
V-O-R-V-O-V-O	3	V	O
V-O-R-V-O-V-O-V-O	4	V	O
V-O-R-V-V-N	3	V	N
V-O-O-O-V	2	V	V
V-O-O-O-V-J	2	V	J
V-O-O-V-R-O-V-N-O	3	V	N-O
V-O-O-V-R-O-V-R	3	V	R
V-O-O-V-R-O-V-R-V-W-V-O	5	V	O
V-O-O-V-R-O-O-V-V-N-N-V-J	5	V	J
V-O-O-V-R-O-O-V-V	4	V	V
V-O-O-O-R-V-O	2	V	O
V-O-V-L-V-R	3	V	R
V-O-V-O-V-O-V-V	5	V	V
V-O-J-V-O-O-V-W-V-O-V-V	6	V	V
V-O-J-V-O-O-V-W-V-R-V-W-V-O-O-V	7	V	V
V-O-J-V-O-O-V-W-N-V-J	4	V	J
V-O-J-V-N-O-O	2	V	N-O-O
V-O-J-V-N-O-O-O-O-V-J	3	V	J
V-O-J-V-N-O-O-O-O-W-V	3	V	V
V-O-J-V-N-O-O-V-R-V	4	V	V
V-O-J-V-O-V-N-O	3	V	N-O
V-O-J-V-O-V-N-O-O-O-V-J	4	V	J
V-O-J-V-O-V-N-O-O-O-W-V	4	V	V
V-O-V-O-V-J-V-O	4	V	O
V-O-V-O-V-J-O-V	4	V	V
V-O-V-O-V-J-O-O-V-J	4	V	J
V-O-V-O-V-V	4	V	V
V-O-V-L-O-V-R	3	V	R
V-O-V-L-O-V-R-N-V-J	4	V	J
V-O	1	V	O
V-O	1	V	O
V-O-O-V-N	2	V	N
V-O-V-V	3	V	V
V-O-V-V-O-V-O	4	V	O
V-O-V-O-V-O-V-V	5	V	V
V-O-V-R	2	V	R
V-O-V-R-V-O-O-O-V	4	V	V
V-O-V-R-N-V-O	3	V	O
V-O-V-R-N-V-O-O	3	V	O-O
V-O-V-R-N-V-J	3	V	J
V-O-V-O-O-V-R-V-W-V-O	5	V	O
V-O	1	V	O
V-O-V-L-V-V	4	V	V
V-O-V-R-V-N	3	V	N
V-O-V-R-O	2	V	R-O
V-O-V-R-O-N-V-O-V-O	4	V	O
V-O-V-R-O-N-V-O-O	3	V	O-O
V-O-V-R-O-N-V-J	3	V	J
V-O-V-O	2	V	O
V-O-O-V-O-V	3	V	V
V-O-O-V-O-V-W-N-V-O	4	V	O
V-O-O-V-O-O-V	3	V	V
V-O-O-V-O-N-V-O-O	3	V	O-O
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-O	2	V	O
V-O-V-R-O-V-J-O-O-V-N	4	V	N
V-O-V-R-O-V-J-O-O-V-N-V-O	5	V	O
V-O-V-R-O-V-J-O-O-V-N-O-V	5	V	V
V-O-V-R-O-V-J-O-O-V-N-O-O-V-J	5	V	J
V-O-V-O-V-W-O-V-N-V	5	V	V
V-O-V-V-N-V-O-V-O-O-V-J	6	V	J
V-O-V-V-O	3	V	O
V-O-V-V-O-O-V	4	V	V
V-O-V-V-O-O-O-V-J	4	V	J
V-O-V-V-O-O-V-N-V	5	V	V
V-O-V-O	2	V	O
V-O-V-O-V-O-V-N	4	V	N
V-O-V-N-V-O	3	V	O
V-O-V-N-V-O-V-L-N-V-J	5	V	J
V-O-V-N-V-O-N-V-J	4	V	J
V-O-V-V	3	V	V
V-O-V-O-V-N-O-V-L	4	V	L
V-O-V-W	2	V	W
V-O-V-W-O-O-V-J	3	V	J
V-O-V-O-R-V-O-O-V	4	V	V
V-O-V-J-O-O-V-J	3	V	J
V-O-V-V-O-O-V-R-N-V-V	6	V	V
V-O-V-O	2	V	O
V-O-V-O-V-N-V-V	5	V	V
V-O-V-O-V-O-V-O-V-V	6	V	V
V-O-V-O-V-R-V-W-V-O	5	V	O
V-O-V-O-V-O-O-V-J	4	V	J
V-O-V-O-N-V-W-V-O-V-O-O-V-J	6	V	J
V-O-V-O-N-V-W-V-O-V-J	5	V	J
V-O-V-O-N-V-O-V-O-L-V-J	5	V	J
V-O-V-O-N-V-O-V-O-V-W-V-J	6	V	J
V-O-V-O-N-V-J	3	V	J
V-O-V-O-V-O-V-O-O-V-R	5	V	R
V-O-V-O-V-O-V-O-O-V-R-V-N	6	V	N
V-O-V-O-V-O-V-O-O-V-R-V-V	7	V	V
V-O-V-O-V-O-V-N	4	V	N
V-O-V-O-O-V-O-V-R-O-V-O-V-J	6	V	J
V-O-V-O-V-O-O-V	4	V	V
V-O-V	2	V	V
V-O-V-R	2	V	R
V-O-V-R-V-O	3	V	O
V-O-V	2	V	V
V-O-V-N	2	V	N
V-O-V-N-N-V-J	3	V	J
V-V	2	V	V
V-V-O-V	3	V	V
V-V-L	2	V	L
V-V-R	2	V	R
V-V-O-O	2	V	O-O
V-V-O-O-V-N-V-O	4	V	O
V-V-O-O-N-V-O	3	V	O
V-V-O-O-V-W-V-J	4	V	J
V-J	1	V	J
V-J	1	V	J
V-J-V-J-V-J	3	V	J
V-J-O-V-L-V-O	3	V	O
V-J-W-V	2	V	V
V-J-W-V-N-O-O-V	3	V	V
V-J-W-V-W-V-J	3	V	J
V-J-O-V-R-V-N	3	V	N
V-J-O-V-L	2	V	L
V-J-O-V-L	2	V	L
V-J-O-V-N	2	V	N
V-J-O-V-N	2	V	N
V-J-O-V	2	V	V
V-J-O-V-O-V	3	V	V
V-J-O-V-N-V	3	V	V
V-J-O-V-O	2	V	O
V-J-O-N-V-O	2	V	O
V-J-L-V-N-O	2	V	N-O
V-J-N-V-O	2	V	O
V-J-N-V-O-V-W-V-J	4	V	J
V-J-N-V-O-N-V-J	3	V	J
V-J-N-V-O-V	3	V	V
V-J-N-V-O-O-O-V-J	3	V	J
V-J-N-V-R	2	V	R
V-J-V-W-V	3	V	V
V-J-V-N	2	V	N
V-J-V-O-N-V-O-V-L-V-V-O	6	V	O
V-J-O-V-O	2	V	O
V-J-O-V-O	2	V	O
V-J-R-V-N	2	V	N
V-J-R-V-N	2	V	N
V-J-R-V-L	2	V	L
V-J-O-O-V-R-O	2	V	R-O
V-J-O-V-R	2	V	R
V-J-O-V-R-O-V	3	V	V
V-J-O-V-R-O-O-V-J	3	V	J
V-J-O-V-O-V-N-O-V-N-V-V	6	V	V
V-J-O-V-O-N-V-O	3	V	O
V-J-O-V-N	2	V	N
V-J-O-V-N	2	V	N
V-J-O-V-N	2	V	N
V-J-V-N-V-O-V	4	V	V
V-J-V-O-V-O-V-V	5	V	V
V-J-V-O-V-O-L-V	4	V	V
V-J-V-O-V-O-L-V	4	V	V
V-O-V-O-V-N-V-O-N	4	V	O-N
V-O-V-O-V-N-V-O	4	V	O
V-O-V-O-V-N-V-O-O	4	V	O-O
V-O-V-O-V-N-V-O-V-O-O-V-J	6	V	J
V-O-V-O-V-N-V-O-N-V-O-O	5	V	O-O
V-O-V-O-V-N-V-O-N-V-J	5	V	J
V-O-V-O-V-N-V-V	5	V	V
V-O-V-O-V	3	V	V
V-O-V-O-V-J	3	V	J
V-O-V-N-O	2	V	N-O
V-O-V-N-O-V-W-V-J	4	V	J
V-O-V-N-O	2	V	N-O
V-O-V-N-V	3	V	V
V-O-V-R-V-O-V	4	V	V
V-O-V-O	2	V	O
V-O-V-O-V-O-O	3	V	O-O
V-O-V-O-V-O-O-N-V-J	4	V	J
V-O-V-O-V-V-W-V-J	5	V	J
V-O-V-O-V-V	4	V	V
V-O-V-J-V-O-V-J	4	V	J
V-O-W-V-L-V-N-O	3	V	N-O
V-O-W-V-L-V-N-O-V-O-O	4	V	O-O
V-O-W-V-L-V-N-O-V-O-O-O-V	5	V	V
V-O-W-V-N-V-R-V-N	4	V	N
V-O-W-V-N-V-R-V-N-N-V-J	5	V	J
V-O-W-V-N-V-R-V-N-V-W-V-J	6	V	J
V-O-W-V-N-V-W-O	3	V	W-O
V-O-W-V-N-V-W-O-V-O-V	5	V	V
V-O-W-V-R-V-L-V-O-O	4	V	O-O
V-O-W-V-R-V-L-V-O-O-O-V	5	V	V
V-O-W-V-R-V-L	3	V	L
V-O-W-V-R-V-L-O-V	4	V	V
V-O-W-V-R-V-L-N-V-J	4	V	J
V-O-W-V-R-V-V-N	4	V	N
V-O-W-V-R-V-V-N-N-V-J	5	V	J
V-O-W-V-O-V-N-O-V	4	V	V
V-O-W-V-O-V-O-V-V	5	V	V
V-O-W-V-O-V-R-V-V	5	V	V
V-O-W-V-O-V-R-O-V-O-O	4	V	O-O
V-O-W-V-O-V-O	3	V	O
V-O-W-V-O-V-O-V-R	4	V	R
V-O-W-V-L-V-O-V-V	5	V	V
V-O-W-V-L-V-N	3	V	N
V-O-O-V-W-V-R-V-O	4	V	O
V-O-V-N-V-O-V-V	5	V	V
V-O-O-V-V-N-O	3	V	N-O
V-O-O-L-V-N-V-O-V-O-V-O-V-V-N-N-V-J	8	V	J
V-O-O-L-V-N-V-O-V-O-V-O-V-V	7	V	V
V-O-O-L-V-N-V-O-V-O-V-R-V-W-V-N-V-V	9	V	V
V-O-O-L-V-N-V-O-V-O-V-R-V-W-V-O	7	V	O
V-O-O-L-V-N-V-O-V-O-V-R-V-W-V-O-O-V	8	V	V
V-O-O-V-L-V-O-V	4	V	V
V-O-O-V-N-V-O-V-O-V-V-N-N-V-J	7	V	J
V-O-O-V-N-V-O-V-O-V-V	6	V	V
V-O-O-V-N-V-O-V-R-V-W-V-O	6	V	O
V-O-O-V-N-V-O-V-R-V-W-V-O-O-V	7	V	V
V-O-O-V-N-O-V-N-V-N-V-N-O	5	V	N-O
V-O-O-V-N-O-V-N-V-V-O-V-R	6	V	R
V-O-O-V-N-O-V-N-V-V-O-V-R-O-V	7	V	V
V-O-O-V-N-O-V-N-V-R-V-W-V-N-V-V	8	V	V
V-O-O-V-N-O-V-N-V-R-V-W-V-O	6	V	O
V-O-O-V-R-O	2	V	R-O
V-O-O-V-R-O-V-V-N	4	V	N
V-O-O-V-R-O-V-V-N-V-O-O	5	V	O-O
V-O-O-V-R-O-V-V-N-V-O-O-O-V	6	V	V
V-O-O-V-R-O-N-V-J	3	V	J
V-O-O-V-R-O-V-W-V-J	4	V	J
V-O-O-R-V-O-V-O-V-O-V-V	6	V	V
V-O-O-R-V-O-V-O-V-W	4	V	W
V-O-O-R-V-O-V-O-V-W-N-V-J	5	V	J
V-O-O-R-V-O-V-O-V-W-V-N-V-V	7	V	V
V-O-O-R-V-O-V-O-V-W-V-O	5	V	O
V-O-O-R-V-O-V-V-N-N-V-J	5	V	J
V-O-O-R-V-O-V-V	4	V	V
V-O-O-V-O-V-O-V-W	4	V	W
V-O-O-V-N-V-L-V-R-V-W-V-N-V-V	8	V	V
V-O-O-V-N-V-L-V-R-V-W-V-O	6	V	O
V-O-O-V-N-V-L-V-R-V-W-V-O-O-V	7	V	V
V-O-O-V-N-V-L-V-O-V-W-N-V-J	6	V	J
V-O-O-V-N-V-L-V-O-V-R	5	V	R
V-O-O-V-N-V-L-V-O-V-R-N-V-J	6	V	J
V-O-O-V-N-V-L-V-O-V-R-O-V-O	6	V	O
V-O-O-V-N-V-L-V-O-V-V-N-N-V-J	7	V	J
V-O-O-V-N-V-L-V-O-V-V	6	V	V
V-O-O-V-R-V-O-V-O-O	4	V	O-O
V-O-O-V-R-V-O-N-V-N-O-V-J	5	V	J
V-O-O-V-R-V-O-N-V-O-O	4	V	O-O
V-O-O-V-R-V-O-N-V-J	4	V	J
V-O-N-V-R-V-L	3	V	L
V-O-N-V-J-V	3	V	V
V-O-N-V-V-O-N	3	V	O-N
V-O-N-V-V-O-O	3	V	O-O
V-O-N-V-V-O-O-V-O-V-O-O-V-J	6	V	J
V-O-N-V-V-O-O-O-V	4	V	V
V-O-N-V-V-O-O-O-O-V-J	4	V	J
V-O-V-N-V-O	3	V	O
V-O-V-N-V-O-V-N	4	V	N
V-O-V-N-V-O-V-W-V-J	5	V	J
V-O-V-N-O-V	3	V	V
V-O-R	1	V	O-R
V-O-R-V-O-V-V	4	V	V
V-O-R-V-O-V-N	3	V	N
V-O-R-V-O-V-N-V-W-V-J	5	V	J
V-O-R-V-O-V	3	V	V
V-O-R-V-L	2	V	L
V-O-R-V-L-V-W-V-J	4	V	J
V-O-R-V-O-V-N	3	V	N
V-O-R-V-O-V-O	3	V	O
V-O-R-V-O-V-O-V-O-N	4	V	O-N
V-O-R-V-O-V-O-V-O-V	5	V	V
V-O-R-V-O-V-O-V-O-V-O-O-V-J	6	V	J
V-O-R-V-O-V-O-V-O-N-V-O-O	5	V	O-O
V-O-R-V-O-V-O-V-O-N-V-J	5	V	J
V-O-R-V-O-V-O-O-V	4	V	V
V-O-R-V-O-V-O-N-V-O-V-O	5	V	O
V-O-R-V-O-V-O-O-O-W-V	4	V	V
V-O-R-V-O-V-O-O-O-W-V-W-V-O	5	V	O
V-O-R-V-O-V-O-V-L-V-V	6	V	V
V-O-R-V-L-V-V-N	4	V	N
V-O-R-V-N-V-O-V-L-V-V	6	V	V
V-O-R-V-N-V-N	3	V	N
V-O-R-V-O-V-L	3	V	L
V-O-R-V-O-O-V-O	3	V	O
V-O-R-V-O-V-O-V-L-V-V	6	V	V
V-O-O-V-J	2	V	J
V-O-O-V-O-V-L	3	V	L
V-O-O-V-N-V-O	3	V	O
V-O-O-V-N-V-O-N-V-J	4	V	J
V-O-O-V-N-V-O-V-W-V-J	5	V	J
V-O-O-V-R-V-J-O-O-V-J	4	V	J
V-O-O-V-R-O-V	3	V	V
V-O-O-V-L-V-R-V-O-V-R	5	V	R
V-O-O-V-L-V-R-V-N-V-O-R	5	V	O-R
V-O-O-V-L-O-V-N-O	3	V	N-O
V-O-O-V-L-O-V-N-O-V	4	V	V
V-O-O-V-R-V-O-O-V-L	4	V	L
V-O-O-V-O-O-V-V-R	4	V	R
V-O-O-V-O-O-V-V-R-N-V-J	5	V	J
V-O-O-V-V-L-N-V-J	4	V	J
V-O-O-V-N-J-V	3	V	V
V-O-O-V-V-N-V	4	V	V
V-O-O-V-V-N-V-O-V-O-V	6	V	V
V-O-O-V-V-N-V-O-V-O-V-O-O-V-J	7	V	J
V-O-O-V-V-N-V-O-V-O-N-V-J	6	V	J
V-O-O-V-V-N-V-O-R	4	V	O-R
V-O-O-V-L-V-O-L	3	V	O-L
V-O-O-V-N	2	V	N
V-O-O-V-N-V-N-V-O-R-V-O-V-O-O-V-J	7	V	J
V-O-O-V-N-V-N-V-O-R-V-V	6	V	V
V-O-O-V-N	2	V	N
V-O-O	1	V	O-O
V-O-O-V-N-O	2	V	N-O
V-O-O-V-N-O-N-V-J	3	V	J
V-O-O-V-V	3	V	V
V-O-O-V-V-O-O-V-J	4	V	J
V-O-O-V-O-V-V	4	V	V
V-O-O-V-R	2	V	R
V-O-O-V-R-V-O-O-V	4	V	V
V-O-O-V-R-O-V	3	V	V
V-O-O-V-R-O-O-V-J	3	V	J
V-O-O-V-R-O-O-W-V	3	V	V
V-O-O-V-R-O-O-W-V-W-V-O	4	V	O
V-O-O-V-W	2	V	W
V-O-O-V-W-V-O-V-R	4	V	R
V-O-O-V-W-V-O-V-V	5	V	V
V-O-O-V-W-V-O-V-O-V-V	6	V	V
V-O-O-V-W-V-O-V-R-V-W-V-O	6	V	O
V-O-O-V-W-V-O-V-R-V-W-V-O-O-V	7	V	V
V-O-O-V-W-V-R-V-W-V-O	5	V	O
V-O-O-V-W-V-O-O	3	V	O-O
V-O-O-V-W-V-O-O-O-V	4	V	V
V-O-O-V-W-V-O-O-O-O-V-J	4	V	J
V-O-O-V-W-N-V-O-O	3	V	O-O
V-O-O-V-W-N-V-J	3	V	J
V-O-O-V-N	2	V	N
V-O-O-V-N-V-O-V-V	5	V	V
V-O-O-V-N-V-V-W-V-J	5	V	J
V-O-O-V-N-V-J	3	V	J
V-O-O-V-N-V-V	4	V	V
V-O-O-V-N-V-N-V-O-R	4	V	O-R
V-O-O-V-N-V-N-V-O-R-V-V	6	V	V
V-O-O-V-N-V-N	3	V	N
V-O-O-V-N-V-O-V-R-V-O-V-V	7	V	V
V-O-O-V-R-V-W-V-N-V-V	6	V	V
V-O-O-V-R-V-W-V-O	4	V	O
V-O-O-V-W-V-J	3	V	J
V-O-O-R-V-O-V	3	V	V
V-O-O-V-V-L-V-O-V-O-V-V	7	V	V
V-O-O-V-V-L-V-O-V-R-V-W-V-O	7	V	O
V-O-O-V-V-L-V-O-V-R-V-W-V-O-O-V	8	V	V
V-O-O-V-V-L-N-V-O-O	4	V	O-O
V-O-O-V-V-L-N-V-J	4	V	J
V-O-O-V-V-R-V-J	4	V	J
V-O-O-V-V-R-V-V-O	5	V	O
V-O-V-L-V	3	V	V
V-O-V-L-V-J	3	V	J
V-O-V-L-V-W-V-J	4	V	J
V-O-V-O-O-V-O	3	V	O
V-O-V-O-O-V-O-V	4	V	V
V-O-V-O-O-V-O-V-O-O-V-J	5	V	J
V-O-V-O	2	V	O
V-O-V-O-V-W-V-J	4	V	J
V-O-V-O-V-R	3	V	R
V-O-V-O-V-R-O-V	4	V	V
V-O-V-O-V-R-O-O-V-J	4	V	J
V-O-V-O-V-R-O-O-W-V	4	V	V
V-O-V-O-V-R-O-O-W-V-W-V-O	5	V	O
V-O-O-V-N-O	2	V	N-O
V-O-O-V-N-O-V-R-V-W-V-N-V-V	7	V	V
V-O-O-V-N-O-V-R-V-W-V-O	5	V	O
V-O-O-V-N-O-V-R-V-W-O-V	5	V	V
V-O-O-V-N-O-N-V-J	3	V	J
V-O-O-V-N-O-V-L-V-O-V-O-V-O-O-V-J	7	V	J
V-O-O-V-N-O-V-L-V-O-V-V	6	V	V
V-O-O-V-N-O-V-V-O-V-V-N-N-V-J	7	V	J
V-O-O-V-N-O-V-V-O-V-V	6	V	V
V-O-O-V-N-O-V-V-R-V-W-V-O	6	V	O
V-O-O-V-O-O	2	V	O-O
V-O-O-V-O-O-V-N-O	3	V	N-O
V-O-O-V-O-O-V-O-V-V	5	V	V
V-O-O-V-O-O-N-V-J	3	V	J
V-O-O-V-O-O-V-W-V-O	4	V	O
V-O-O-V-O-O-V-R	3	V	R
V-O-O-V-O-O-V-V	4	V	V
V-O-O-V-O-O-V-V-N-N-V-J	5	V	J
V-O-O-V-O-O-V-R-N-V-J	4	V	J
V-O-O-V-O-V-N-O-N-V-J	4	V	J
V-O-O-V-O-V-N-O-V-V	5	V	V
V-O-O-V-O	2	V	O
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-V-N-V-R	4	V	R
V-O-O-V-V-N-V-R-O-V	5	V	V
V-O-O-V-V-N-V-R-N-V-J	5	V	J
V-O-O-V-V-N-V-R-O-O-V-J	5	V	J
V-O-O-V-V	3	V	V
V-O-O-V-O-N-V	3	V	V
V-O-V-N	2	V	N
V-L-V-V-O	3	V	O
V-L-V-O-V-J	3	V	J
V-L-V-O-V-N-V	4	V	V
V-L-V-N	2	V	N
V-L-V-N	2	V	N
V-L-V-N	2	V	N
V-L-V-N-V-V	4	V	V
V-L-V-N-J-V	3	V	V
V-L-V-R-N-V-O-O	3	V	O-O
V-L-V-R-N-V-O-O-O-O-V-J	4	V	J
V-L-V-O	2	V	O
V-L-V-O-V-O-O-V	4	V	V
V-L-O-V-N-V-O	3	V	O
V-L-O-V-N-V-V	4	V	V
V-L-O-V-N-O-V	3	V	V
V-L-O-V-N-O-O-V-J	3	V	J
V-L-O-V-N-V	3	V	V
V-L-O-V-O-R-V	3	V	V
V-L-O-V-O-R-V-V-O-O	4	V	O-O
V-L-O-V-O-R-V-V-O-V-O-O-V-J	6	V	J
V-L-O-V-R-V-O-N	3	V	O-N
V-L-O-V-R-V-O-N-V-O-V-O-V-V	7	V	V
